============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.14-s037_1
  Generated on:           Feb 06 2024  05:07:44 pm
  Module:                 cephalopode
  Technology libraries:   asap7sc7p5t_AO_RVT_TT_ccs_211120 1.0
                          asap7sc7p5t_INVBUF_RVT_TT_ccs_211120 1.0
                          asap7sc7p5t_OA_RVT_TT_ccs_211120 1.0
                          asap7sc7p5t_SEQ_RVT_TT_ccs_220123 1.0
                          asap7sc7p5t_SIMPLE_RVT_TT_ccs_211120 1.0
                          physical_cells 
  Operating conditions:   PVT_0P7V_25C 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

          Instance                          Module                 Cell Count  Cell Area  Net Area   Total Area 
            inst_69          m_11_1594                                      1      1.400     0.000        1.400 
            inst_57          m_11_1595                                      1      1.400     0.000        1.400 
            inst_50          m_78_5393                                      1      1.400     0.000        1.400 
            inst_18          m_78_5394                                      1      1.400     0.000        1.400 
            inst_14          m_78_5395                                      1      1.400     0.000        1.400 
            inst_13          m_1868_2670                                    1      1.400     0.000        1.400 
            inst_10          m_11_1596                                      1      1.400     0.000        1.400 
            inst_9           m_1868_2669                                    1      1.400     0.000        1.400 
            inst_5           m_11_1597                                      1      1.400     0.000        1.400 
            inst_4           m_1868_2668                                    1      1.400     0.000        1.400 
          inst_7             m_60_31                                       25     60.420    10.180       70.599 
            inst_2           m_61_5117                                     16     42.924     3.990       46.914 
            inst_1           MUX_3_31                                       9     17.496     2.200       19.696 
              inst_1         m_59_55                                        9     17.496     2.200       19.696 
          inst_3             m_55_184                                      25     60.420    10.180       70.599 
            inst_2           m_56_4903                                     16     42.924     3.990       46.914 
            inst_1           MUX_2_186                                      9     17.496     2.200       19.696 
              inst_1         m_54_242                                       9     17.496     2.200       19.696 
          inst_2             m_55_183                                      25     60.420    10.180       70.599 
            inst_2           m_56_4904                                     16     42.924     3.990       46.914 
            inst_1           MUX_2_185                                      9     17.496     2.200       19.696 
              inst_1         m_54_241                                       9     17.496     2.200       19.696 
          inst_91            m_110_84_8                                    30     35.925    16.075       52.000 
            inst_1           m_111_82_8                                    30     35.925    16.075       52.000 
          inst_56            m_59_56                                       21     42.690     5.115       47.806 
          inst_4             m_49_46_8                                     16     38.025     6.458       44.483 
            inst_2           m_50_45_4815                                  10     26.827     2.494       29.321 
            inst_1           MUX_19                                         6     11.197     1.471       12.668 
              inst_1         m_43_44_17                                     6     11.197     1.471       12.668 
          inst_8             m_49_46_9                                     16     35.225     6.458       41.684 
            inst_2           m_50_45_4814                                  10     26.827     2.494       29.321 
            inst_1           MUX_20                                         6      8.398     1.471        9.869 
              inst_1         m_43_44_18                                     6      8.398     1.471        9.869 
          inst_65            m_312_97_3                                    28     35.692     4.233       39.925 
            inst_1           m_313_95_3                                    28     35.692     4.233       39.925 
          inst_63            m_314_207_5                                   16     22.395     0.000       22.395 
            inst_1           m_59_58                                       16     22.395     0.000       22.395 
          inst_15            m_54_244                                       9     17.496     2.200       19.696 
          inst_14            m_54_243                                       9     17.496     2.200       19.696 
          inst_16            m_43_44_19                                     6     11.197     1.471       12.668 
          inst_71            m_54_246                                       8     11.197     0.000       11.197 
          inst_69            m_54_245                                       8     11.197     0.000       11.197 
          inst_61            m_314_207_4                                    8     11.197     0.000       11.197 
            inst_1           m_59_57                                        8     11.197     0.000       11.197 
          inst_54            m_43_44_20                                     9      7.932     1.995        9.927 
          inst_21            m_322_197_1                                    5      7.232     1.995        9.227 
          inst_33            m_316_585_1                                    5      6.998     1.995        8.993 
          inst_31            m_316_585                                      5      6.998     1.995        8.993 
          inst_67            m_43_44_22                                     5      6.998     0.000        6.998 
          inst_29            m_292_20_4620                                  3      3.266     0.998        4.263 
          inst_40            m_292_21_4625                                  3      3.033     0.998        4.030 
          inst_19            m_292_131                                      3      3.033     0.998        4.030 
          inst_52            m_263_8_4026                                   2      2.100     0.499        2.598 
          inst_80            m_28_4519                                      1      1.633     0.000        1.633 
          inst_85            m_1868_2676                                    1      1.400     0.000        1.400 
          inst_79            m_1868_2675                                    1      1.400     0.000        1.400 
          inst_78            m_11_1590                                      1      1.400     0.000        1.400 
          inst_75            m_1868_2674                                    1      1.400     0.000        1.400 
          inst_74            m_11_1591                                      1      1.400     0.000        1.400 
          inst_55            m_1868_2673                                    1      1.400     0.000        1.400 
          inst_45            m_1868_2672                                    1      1.400     0.000        1.400 
          inst_34            m_11_1592                                      1      1.400     0.000        1.400 
          inst_10            m_1868_2671                                    1      1.400     0.000        1.400 
        inst_4               helper_3                                     102    223.482    53.239      276.721 
          inst_3             misc_unitadaptermem_unit                      90    204.587    48.252      252.838 
            inst_2           datapath_3_5                                  82    192.689    45.016      237.705 
              inst_1         re_ff_en_mux_1_10                             82    192.689    45.016      237.705 
                inst_1       m_60_32                                       61    149.999    25.066      175.065 
                  inst_2     m_61_5116                                     40    107.309     9.975      117.284 
                  inst_1     MUX_3_32                                      21     42.690     5.115       47.806 
                    inst_1   m_59_59                                       21     42.690     5.115       47.806 
                inst_2       m_59_60                                       21     42.690     5.115       47.806 
            inst_1           control_2_24                                   8     11.897     3.236       15.133 
              inst_1         bifrost_tx_ackpulse_1_24                       8     11.897     3.236       15.133 
                inst_5       m_51_31_89                                     4      6.998     1.496        8.495 
                  inst_1     m_30_2_4712                                    2      5.365     0.499        5.864 
                  inst_2     MUX_1_102                                      2      1.633     0.499        2.132 
                    inst_1   m_29_1_111                                     2      1.633     0.499        2.132 
                inst_6       m_1868_2684                                    1      1.400     0.000        1.400 
                inst_4       m_1868_2683                                    1      1.400     0.000        1.400 
                inst_2       m_11_1581                                      1      1.400     0.000        1.400 
          inst_1             bifrost_rx_ackpulse_9                         12     18.896     4.988       23.883 
            inst_3           m_51_31_92                                     4      6.998     1.496        8.495 
              inst_1         m_30_2_4710                                    2      5.365     0.499        5.864 
              inst_2         MUX_1_105                                      2      1.633     0.499        2.132 
                inst_1       m_29_1_114                                     2      1.633     0.499        2.132 
            inst_2           m_51_31_91                                     4      6.998     1.496        8.495 
              inst_1         m_30_2_4711                                    2      5.365     0.499        5.864 
              inst_2         MUX_1_104                                      2      1.633     0.499        2.132 
                inst_1       m_29_1_113                                     2      1.633     0.499        2.132 
            inst_8           m_1868_2686                                    1      1.400     0.000        1.400 
            inst_7           m_11_1580                                      1      1.400     0.000        1.400 
            inst_4           m_1868_2685                                    1      1.400     0.000        1.400 
        inst_1               statemachine_3                                66    101.477    46.947      148.424 
          inst_1             Ctrl_10                                       34     46.656    25.641       72.297 
            inst_75          m_229_3670                                     2      3.499     0.499        3.998 
            inst_43          m_229_3671                                     2      3.499     0.499        3.998 
            inst_68          m_79_131_5607                                  2      3.266     0.499        3.765 
            inst_59          m_79_131_5606                                  2      3.266     0.499        3.765 
            inst_35          m_79_131_5605                                  2      3.266     0.499        3.765 
            inst_28          m_79_131_5604                                  2      3.266     0.499        3.765 
            inst_52          m_26_171_4143                                  2      3.033     0.499        3.531 
            inst_22          m_26_171_4142                                  2      3.033     0.499        3.531 
            inst_14          m_26_171_4141                                  2      3.033     0.499        3.531 
            inst_9           m_25_3892                                      1      1.866     0.000        1.866 
            inst_21          m_28_4521                                      1      1.633     0.000        1.633 
            inst_83          m_11_1598                                      1      1.400     0.000        1.400 
            inst_67          m_11_1599                                      1      1.400     0.000        1.400 
            inst_20          m_11_1600                                      1      1.400     0.000        1.400 
            inst_5           m_78_5396                                      1      1.400     0.000        1.400 
            inst_4           m_1868_2667                                    1      1.400     0.000        1.400 
            inst_1           m_67_5250                                      1      1.400     0.000        1.400 
          inst_2             m_49_46_7                                     16     38.025     6.458       44.483 
            inst_2           m_50_45_4816                                  10     26.827     2.494       29.321 
            inst_1           MUX_18                                         6     11.197     1.471       12.668 
              inst_1         m_43_44_16                                     6     11.197     1.471       12.668 
          inst_8             m_68_54_4                                     15     15.396     6.203       21.599 
            inst_1           m_69_52_4                                     15     15.396     6.203       21.599 
          inst_9             m_67_5249                                      1      1.400     0.000        1.400 
        inst_3               control_6_586                                 43     58.553    23.800       82.353 
          inst_1             Ctrl_8                                        19     24.728    12.354       37.082 
            inst_34          m_79_131_5610                                  2      3.266     0.499        3.765 
            inst_27          m_26_171_4148                                  2      3.033     0.499        3.531 
            inst_21          m_26_171_4147                                  2      3.033     0.499        3.531 
            inst_16          m_25_3888                                      1      1.866     0.000        1.866 
            inst_9           m_25_3889                                      1      1.866     0.000        1.866 
            inst_15          m_28_4518                                      1      1.633     0.000        1.633 
            inst_5           m_21_3081                                      1      1.633     0.000        1.633 
            inst_14          m_11_1588                                      1      1.400     0.000        1.400 
            inst_4           m_11_1589                                      1      1.400     0.000        1.400 
            inst_3           m_1868_2677                                    1      1.400     0.000        1.400 
          inst_34            m_51_31_88                                     4      6.998     1.496        8.495 
            inst_1           m_30_2_4713                                    2      5.365     0.499        5.864 
            inst_2           MUX_1_101                                      2      1.633     0.499        2.132 
              inst_1         m_29_1_110                                     2      1.633     0.499        2.132 
          inst_31            m_51_31_87                                     4      6.998     1.496        8.495 
            inst_1           m_30_2_4714                                    2      5.365     0.499        5.864 
            inst_2           MUX_1_100                                      2      1.633     0.499        2.132 
              inst_1         m_29_1_109                                     2      1.633     0.499        2.132 
          inst_13            m_68_54_5                                      2      2.100     0.499        2.598 
            inst_1           m_69_52_5                                      2      2.100     0.499        2.598 
          inst_25            m_28_4517                                      1      1.633     0.000        1.633 
          inst_37            m_1868_2682                                    1      1.400     0.000        1.400 
          inst_36            m_11_1582                                      1      1.400     0.000        1.400 
          inst_33            m_1868_2681                                    1      1.400     0.000        1.400 
          inst_30            m_1868_2680                                    1      1.400     0.000        1.400 
          inst_24            m_1868_2679                                    1      1.400     0.000        1.400 
          inst_23            m_11_1583                                      1      1.400     0.000        1.400 
          inst_21            m_11_1584                                      1      1.400     0.000        1.400 
          inst_19            m_1868_2678                                    1      1.400     0.000        1.400 
          inst_16            m_67_5248                                      1      1.400     0.000        1.400 
          inst_5             m_11_1585                                      1      1.400     0.000        1.400 
    inst_12                  B_mem_unit_ack_pulse_arbiter_1               388    514.616   205.143      719.759 
      inst_1                 ack_pulse_arbiter_2                          142    179.159    90.851      270.010 
        inst_5               req_slice_5                                   21     26.594    11.919       38.513 
          inst_1             m_14_601_6                                    19     24.261    10.679       34.940 
            inst_1           m_30_2_4703                                    2      5.365     0.499        5.864 
            inst_38          m_15_22_12                                     2      1.866     0.499        2.365 
              inst_1         m_16_21_12                                     2      1.866     0.499        2.365 
            inst_15          m_27_596_4490                                  2      1.633     0.499        2.132 
            inst_3           m_29_1_122                                     2      1.633     0.499        2.132 
            inst_23          m_25_151_4005                                  1      1.633     0.000        1.633 
            inst_16          m_26_141_4035                                  1      1.633     0.000        1.633 
            inst_10          m_21_3074                                      1      1.633     0.000        1.633 
            inst_4           m_28_4510                                      1      1.633     0.000        1.633 
            inst_36          m_11_1570                                      1      1.400     0.000        1.400 
            inst_29          m_21_179_3410                                  1      1.400     0.000        1.400 
            inst_5           m_21_177_3398                                  1      1.400     0.000        1.400 
            inst_34          m_18_600_2936                                  1      0.933     0.000        0.933 
          inst_4             m_1868_2699                                    1      1.400     0.000        1.400 
          inst_3             m_12_485_1954                                  1      0.933     0.000        0.933 
        inst_4               req_slice_4_1                                 21     26.594    11.919       38.513 
          inst_1             m_14_601_5                                    19     24.261    10.679       34.940 
            inst_1           m_30_2_4704                                    2      5.365     0.499        5.864 
            inst_38          m_15_22_11                                     2      1.866     0.499        2.365 
              inst_1         m_16_21_11                                     2      1.866     0.499        2.365 
            inst_15          m_27_596_4491                                  2      1.633     0.499        2.132 
            inst_3           m_29_1_121                                     2      1.633     0.499        2.132 
            inst_23          m_25_151_4006                                  1      1.633     0.000        1.633 
            inst_16          m_26_141_4034                                  1      1.633     0.000        1.633 
            inst_10          m_21_3075                                      1      1.633     0.000        1.633 
            inst_4           m_28_4511                                      1      1.633     0.000        1.633 
            inst_36          m_11_1571                                      1      1.400     0.000        1.400 
            inst_29          m_21_179_3411                                  1      1.400     0.000        1.400 
            inst_5           m_21_177_3399                                  1      1.400     0.000        1.400 
            inst_34          m_18_600_2937                                  1      0.933     0.000        0.933 
          inst_4             m_1868_2698                                    1      1.400     0.000        1.400 
          inst_3             m_12_485_1953                                  1      0.933     0.000        0.933 
        inst_3               req_slice_3_1                                 21     26.594    11.919       38.513 
          inst_1             m_14_601_4                                    19     24.261    10.679       34.940 
            inst_1           m_30_2_4705                                    2      5.365     0.499        5.864 
            inst_38          m_15_22_10                                     2      1.866     0.499        2.365 
              inst_1         m_16_21_10                                     2      1.866     0.499        2.365 
            inst_15          m_27_596_4492                                  2      1.633     0.499        2.132 
            inst_3           m_29_1_120                                     2      1.633     0.499        2.132 
            inst_23          m_25_151_4007                                  1      1.633     0.000        1.633 
            inst_16          m_26_141_4033                                  1      1.633     0.000        1.633 
            inst_10          m_21_3076                                      1      1.633     0.000        1.633 
            inst_4           m_28_4512                                      1      1.633     0.000        1.633 
            inst_36          m_11_1572                                      1      1.400     0.000        1.400 
            inst_29          m_21_179_3412                                  1      1.400     0.000        1.400 
            inst_5           m_21_177_3400                                  1      1.400     0.000        1.400 
            inst_34          m_18_600_2938                                  1      0.933     0.000        0.933 
          inst_4             m_1868_2697                                    1      1.400     0.000        1.400 
          inst_3             m_12_485_1952                                  1      0.933     0.000        0.933 
        inst_2               req_slice_2_2                                 21     26.594    11.919       38.513 
          inst_1             m_14_601_3                                    19     24.261    10.679       34.940 
            inst_1           m_30_2_4706                                    2      5.365     0.499        5.864 
            inst_38          m_15_22_9                                      2      1.866     0.499        2.365 
              inst_1         m_16_21_9                                      2      1.866     0.499        2.365 
            inst_15          m_27_596_4493                                  2      1.633     0.499        2.132 
            inst_3           m_29_1_119                                     2      1.633     0.499        2.132 
            inst_23          m_25_151_4008                                  1      1.633     0.000        1.633 
            inst_16          m_26_141_4032                                  1      1.633     0.000        1.633 
            inst_10          m_21_3077                                      1      1.633     0.000        1.633 
            inst_4           m_28_4513                                      1      1.633     0.000        1.633 
            inst_36          m_11_1573                                      1      1.400     0.000        1.400 
            inst_29          m_21_179_3413                                  1      1.400     0.000        1.400 
            inst_5           m_21_177_3401                                  1      1.400     0.000        1.400 
            inst_34          m_18_600_2939                                  1      0.933     0.000        0.933 
          inst_4             m_1868_2696                                    1      1.400     0.000        1.400 
          inst_3             m_12_485_1951                                  1      0.933     0.000        0.933 
        inst_1               req_slice_1_2                                 21     26.361    11.919       38.280 
          inst_1             m_14_601_2                                    19     24.028    10.679       34.706 
            inst_1           m_30_2_4707                                    2      5.365     0.499        5.864 
            inst_38          m_15_22_8                                      2      1.866     0.499        2.365 
              inst_1         m_16_21_8                                      2      1.866     0.499        2.365 
            inst_15          m_27_596_4494                                  2      1.633     0.499        2.132 
            inst_3           m_29_1_118                                     2      1.633     0.499        2.132 
            inst_23          m_25_151_4009                                  1      1.633     0.000        1.633 
            inst_10          m_21_3078                                      1      1.633     0.000        1.633 
            inst_4           m_28_4514                                      1      1.633     0.000        1.633 
            inst_36          m_11_1574                                      1      1.400     0.000        1.400 
            inst_29          m_21_179_3414                                  1      1.400     0.000        1.400 
            inst_16          m_26_142                                       1      1.400     0.000        1.400 
            inst_5           m_21_177_3402                                  1      1.400     0.000        1.400 
            inst_34          m_18_600_2940                                  1      0.933     0.000        0.933 
          inst_4             m_1868_2695                                    1      1.400     0.000        1.400 
          inst_3             m_12_485_1950                                  1      0.933     0.000        0.933 
        inst_14              prio_25_5704                                   3      3.499     0.499        3.998 
          inst_3             m_1868_2715                                    1      1.400     0.000        1.400 
          inst_1             m_1868_2714                                    1      1.400     0.000        1.400 
        inst_13              prio_25_5703                                   3      3.499     0.499        3.998 
          inst_3             m_1868_2713                                    1      1.400     0.000        1.400 
          inst_1             m_1868_2712                                    1      1.400     0.000        1.400 
        inst_12              prio_25_5702                                   3      3.499     0.499        3.998 
          inst_3             m_1868_2711                                    1      1.400     0.000        1.400 
          inst_1             m_1868_2710                                    1      1.400     0.000        1.400 
        inst_11              prio_25_5701                                   3      3.499     0.499        3.998 
          inst_3             m_1868_2709                                    1      1.400     0.000        1.400 
          inst_1             m_1868_2708                                    1      1.400     0.000        1.400 
        inst_9               prio_25_5699                                   3      3.499     0.499        3.998 
          inst_3             m_1868_2705                                    1      1.400     0.000        1.400 
          inst_1             m_1868_2704                                    1      1.400     0.000        1.400 
        inst_8               prio_25_5698                                   3      3.499     0.499        3.998 
          inst_3             m_1868_2703                                    1      1.400     0.000        1.400 
          inst_1             m_1868_2702                                    1      1.400     0.000        1.400 
        inst_7               prio_25_5697                                   3      3.499     0.499        3.998 
          inst_3             m_1868_2701                                    1      1.400     0.000        1.400 
          inst_1             m_1868_2700                                    1      1.400     0.000        1.400 
        inst_24              m_289_603_1                                    1      1.866     0.000        1.866 
        inst_21              m_289_603                                      1      1.866     0.000        1.866 
        inst_29              m_1612                                         1      1.400     0.000        1.400 
        inst_28              m_1611                                         1      1.400     0.000        1.400 
        inst_27              m_1610                                         1      1.400     0.000        1.400 
        inst_26              m_1609                                         1      1.400     0.000        1.400 
        inst_25              m_1608                                         1      1.400     0.000        1.400 
        inst_20              m_11_1565                                      1      1.400     0.000        1.400 
        inst_19              m_11_1566                                      1      1.400     0.000        1.400 
        inst_18              m_11_1567                                      1      1.400     0.000        1.400 
        inst_17              m_11_1568                                      1      1.400     0.000        1.400 
        inst_16              m_11_1569                                      1      1.400     0.000        1.400 
        inst_15              prio_25_5705                                   1      1.400     0.000        1.400 
          inst_1             m_1868_2716                                    1      1.400     0.000        1.400 
        inst_10              prio_25_5700                                   1      1.400     0.000        1.400 
          inst_1             m_1868_2706                                    1      1.400     0.000        1.400 
      inst_2                 m_287_615                                     84    104.509    27.930      132.440 
        inst_1               m_288_604                                     84    104.509    27.930      132.440 
      inst_3                 m_285_627                                     24     37.325     7.980       45.305 
        inst_1               m_286_616                                     24     37.325     7.980       45.305 
      inst_13                m_31_155_5                                    28     39.191     0.000       39.191 
      inst_11                m_31_155_4                                    28     39.191     0.000       39.191 
      inst_9                 m_31_155_3                                    28     39.191     0.000       39.191 
      inst_15                m_31_155_6                                    20     27.994     0.000       27.994 
      inst_7                 m_31_155_2                                    20     27.994     0.000       27.994 
      inst_4                 m_283_639                                      6      8.398     1.995       10.393 
        inst_1               m_284_628                                      6      8.398     1.995       10.393 
      inst_5                 m_281_641                                      3      4.666     0.998        5.663 
        inst_1               m_282_640                                      3      4.666     0.998        5.663 
      inst_25                m_1617                                         1      1.400     0.000        1.400 
      inst_23                m_1616                                         1      1.400     0.000        1.400 
      inst_21                m_1615                                         1      1.400     0.000        1.400 
      inst_19                m_1614                                         1      1.400     0.000        1.400 
      inst_17                m_1613                                         1      1.400     0.000        1.400 
    inst_10                  int_alu                                      177    266.872    98.524      365.396 
      inst_6                 m_307_588                                     61    101.477    25.846      127.323 
      inst_9                 m_304_323_2                                   39     43.390    20.411       63.801 
      inst_8                 m_305_590                                     22     40.591    10.474       51.065 
      inst_10                m_302_591                                     25     31.260     8.377       39.636 
        inst_1               m_303_580_1                                   25     31.260     8.377       39.636 
      inst_39                m_80_121_27                                   16     33.592     0.000       33.592 
      inst_35                m_292_140                                      3      3.266     0.998        4.263 
      inst_33                m_292_53_4651                                  3      3.033     0.998        4.030 
      inst_22                m_292_51_4647                                  2      2.566     0.499        3.065 
      inst_28                m_292_56_4655                                  2      2.333     0.499        2.832 
      inst_17                m_292_44_4632                                  2      2.333     0.499        2.832 
      inst_37                m_292_139                                      1      1.633     0.000        1.633 
      inst_12                m_11_1579                                      1      1.400     0.000        1.400 
    inst_11                  B_mem_alloc_ack_pulse_arbiter                 74     96.345    40.757      137.102 
      inst_1                 ack_pulse_arbiter                             55     69.051    34.414      103.465 
        inst_2               req_slice_2                                   21     26.594    11.919       38.513 
          inst_1             m_14_601_1                                    19     24.261    10.679       34.940 
            inst_1           m_30_2_4708                                    2      5.365     0.499        5.864 
            inst_38          m_15_22_7                                      2      1.866     0.499        2.365 
              inst_1         m_16_21_7                                      2      1.866     0.499        2.365 
            inst_15          m_27_596_4495                                  2      1.633     0.499        2.132 
            inst_3           m_29_1_117                                     2      1.633     0.499        2.132 
            inst_23          m_25_151                                       1      1.633     0.000        1.633 
            inst_16          m_26_141                                       1      1.633     0.000        1.633 
            inst_10          m_21_3079                                      1      1.633     0.000        1.633 
            inst_4           m_28_4515                                      1      1.633     0.000        1.633 
            inst_36          m_11_1577                                      1      1.400     0.000        1.400 
            inst_29          m_21_179                                       1      1.400     0.000        1.400 
            inst_5           m_21_177                                       1      1.400     0.000        1.400 
            inst_34          m_18_600_2941                                  1      0.933     0.000        0.933 
          inst_4             m_1868_2688                                    1      1.400     0.000        1.400 
          inst_3             m_12_485_1949                                  1      0.933     0.000        0.933 
        inst_1               req_slice_1                                   21     26.361    11.919       38.280 
          inst_1             m_14_601                                      19     24.028    10.679       34.706 
            inst_1           m_30_2_4709                                    2      5.365     0.499        5.864 
            inst_38          m_15_22_6                                      2      1.866     0.499        2.365 
              inst_1         m_16_21_6                                      2      1.866     0.499        2.365 
            inst_15          m_27_596                                       2      1.633     0.499        2.132 
            inst_3           m_29_1_116                                     2      1.633     0.499        2.132 
            inst_23          m_25_151_3998                                  1      1.633     0.000        1.633 
            inst_10          m_21_3080                                      1      1.633     0.000        1.633 
            inst_4           m_28_4516                                      1      1.633     0.000        1.633 
            inst_36          m_11_1578                                      1      1.400     0.000        1.400 
            inst_29          m_21_179_3403                                  1      1.400     0.000        1.400 
            inst_16          m_26_140                                       1      1.400     0.000        1.400 
            inst_5           m_21_177_3391                                  1      1.400     0.000        1.400 
            inst_34          m_18_600                                       1      0.933     0.000        0.933 
          inst_4             m_1868_2687                                    1      1.400     0.000        1.400 
          inst_3             m_12_485_1948                                  1      0.933     0.000        0.933 
        inst_5               prio_25_5695                                   3      3.499     0.499        3.998 
          inst_3             m_1868_2692                                    1      1.400     0.000        1.400 
          inst_1             m_1868_2691                                    1      1.400     0.000        1.400 
        inst_14              m_1580                                         1      1.400     0.000        1.400 
        inst_13              m_1579                                         1      1.400     0.000        1.400 
        inst_12              m_8_130_5667                                   1      1.400     0.000        1.400 
        inst_9               m_8_130_3                                      1      1.400     0.000        1.400 
        inst_8               m_11_1575                                      1      1.400     0.000        1.400 
        inst_7               m_11_1576                                      1      1.400     0.000        1.400 
        inst_6               prio_25_5696                                   1      1.400     0.000        1.400 
          inst_1             m_1868_2693                                    1      1.400     0.000        1.400 
        inst_4               prio_25_5694                                   1      1.400     0.000        1.400 
          inst_1             m_1868_2689                                    1      1.400     0.000        1.400 
      inst_6                 m_290_171_7                                    8     11.197     0.000       11.197 
      inst_4                 m_290_171_6                                    8     11.197     0.000       11.197 
      inst_2                 m_2_138_5_4665                                 1      2.100     0.000        2.100 
        inst_1               m_3_137_5_4809                                 1      2.100     0.000        2.100 
      inst_10                m_1582                                         1      1.400     0.000        1.400 
      inst_8                 m_1581                                         1      1.400     0.000        1.400 
  inst_8                     gc_unit                                     4511   9105.152  4034.504    13139.656 
    inst_3                   gc_ctrl                                     2578   4480.376  2368.295     6848.670 
      inst_1                 gc_ctrl_1                                   2578   4480.376  2368.295     6848.670 
        inst_2               datapath_9                                  1169   2261.416   828.629     3090.045 
          inst_1             Ctrl_6                                       153    226.048   122.937      348.986 
            inst_145         m_275_177_4408                                 4      5.832     1.496        7.328 
            inst_475         m_233_3803                                     3      5.132     0.998        6.130 
            inst_417         m_233_3804                                     3      5.132     0.998        6.130 
            inst_386         m_153_1969                                     3      4.899     0.998        5.896 
            inst_429         m_209_3035                                     2      3.732     0.499        4.231 
            inst_407         m_228_3579                                     2      3.732     0.499        4.231 
            inst_301         m_228_3580                                     2      3.732     0.499        4.231 
            inst_291         m_228_3581                                     2      3.732     0.499        4.231 
            inst_282         m_228_3582                                     2      3.732     0.499        4.231 
            inst_230         m_228_3583                                     2      3.732     0.499        4.231 
            inst_213         m_228_3584                                     2      3.732     0.499        4.231 
            inst_189         m_228_3585                                     2      3.732     0.499        4.231 
            inst_604         m_229_3661                                     2      3.499     0.499        3.998 
            inst_398         m_229_3662                                     2      3.499     0.499        3.998 
            inst_274         m_229_3663                                     2      3.499     0.499        3.998 
            inst_257         m_229_3664                                     2      3.499     0.499        3.998 
            inst_221         m_229_3665                                     2      3.499     0.499        3.998 
            inst_197         m_229_3666                                     2      3.499     0.499        3.998 
            inst_167         m_229_3667                                     2      3.499     0.499        3.998 
            inst_160         m_229_3668                                     2      3.499     0.499        3.998 
            inst_596         m_79_131_5619                                  2      3.266     0.499        3.765 
            inst_378         m_79_131_5618                                  2      3.266     0.499        3.765 
            inst_265         m_79_131_5617                                  2      3.266     0.499        3.765 
            inst_251         m_79_131_5616                                  2      3.266     0.499        3.765 
            inst_206         m_79_131_5615                                  2      3.266     0.499        3.765 
            inst_182         m_79_131_5614                                  2      3.266     0.499        3.765 
            inst_153         m_79_131_5613                                  2      3.266     0.499        3.765 
            inst_65          m_276_115_4411                                 2      3.266     0.499        3.765 
            inst_26          m_276_115_4412                                 2      3.266     0.499        3.765 
            inst_589         m_26_171_4160                                  2      3.033     0.499        3.531 
            inst_578         m_210_27_3205                                  2      3.033     0.499        3.531 
