============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.14-s037_1
  Generated on:           Feb 06 2024  05:07:44 pm
  Module:                 cephalopode
  Technology libraries:   asap7sc7p5t_AO_RVT_TT_ccs_211120 1.0
                          asap7sc7p5t_INVBUF_RVT_TT_ccs_211120 1.0
                          asap7sc7p5t_OA_RVT_TT_ccs_211120 1.0
                          asap7sc7p5t_SEQ_RVT_TT_ccs_220123 1.0
                          asap7sc7p5t_SIMPLE_RVT_TT_ccs_211120 1.0
                          physical_cells 
  Operating conditions:   PVT_0P7V_25C 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

          Instance                          Module                 Cell Count  Cell Area  Net Area   Total Area 
                    inst_1   m_30_2_4746                                    2      5.365     0.499        5.864 
                    inst_2   MUX_1_64                                       2      1.633     0.499        2.132 
                      inst_1 m_29_1_73                                      2      1.633     0.499        2.132 
                  inst_6     m_1868_2497                                    1      1.400     0.000        1.400 
                  inst_4     m_1868_2496                                    1      1.400     0.000        1.400 
                  inst_2     m_11_1716                                      1      1.400     0.000        1.400 
          inst_3             control_10                                   228    306.996   182.277      489.273 
            inst_1           Ctrl_20                                      156    213.684   145.471      359.156 
              inst_377       m_199_109_2957                                 7     10.731     2.993       13.723 
              inst_299       m_199_109_2958                                 7     10.731     2.993       13.723 
              inst_277       m_199_109_2959                                 7     10.731     2.993       13.723 
              inst_187       m_199_109_2960                                 7     10.731     2.993       13.723 
              inst_322       m_211_107_3216                                 7     10.264     2.993       13.257 
              inst_211       m_211_107_3217                                 7     10.264     2.993       13.257 
              inst_244       m_639_5207                                     7     10.031     2.993       13.024 
              inst_164       m_639_5208                                     7     10.031     2.993       13.024 
              inst_143       m_278_129                                      6      8.865     2.494       11.358 
              inst_359       m_222_106_3454                                 5      7.232     1.995        9.227 
              inst_126       m_217_3329                                     5      6.998     1.995        8.993 
              inst_346       m_226_3523                                     3      5.365     0.998        6.363 
              inst_114       m_226_3524                                     3      5.365     0.998        6.363 
              inst_103       m_233_3856                                     3      5.132     0.998        6.130 
              inst_64        m_644_5221                                     3      5.132     0.998        6.130 
              inst_268       m_153_2023                                     3      4.899     0.998        5.896 
              inst_235       m_153_2024                                     3      4.899     0.998        5.896 
              inst_93        m_153_2025                                     3      4.899     0.998        5.896 
              inst_83        m_153_2026                                     3      4.899     0.998        5.896 
              inst_73        m_153_2027                                     3      4.899     0.998        5.896 
              inst_65        m_228_3640                                     2      3.732     0.499        4.231 
              inst_54        m_228_3641                                     2      3.732     0.499        4.231 
              inst_38        m_228_3642                                     2      3.732     0.499        4.231 
              inst_27        m_228_3643                                     2      3.732     0.499        4.231 
              inst_20        m_228_3644                                     2      3.732     0.499        4.231 
              inst_46        m_229_3725                                     2      3.499     0.499        3.998 
              inst_14        m_25_3935                                      1      1.866     0.000        1.866 
              inst_267       m_28_4544                                      1      1.633     0.000        1.633 
              inst_9         m_21_3129                                      1      1.633     0.000        1.633 
              inst_345       m_67_5311                                      1      1.400     0.000        1.400 
              inst_266       m_11_1738                                      1      1.400     0.000        1.400 
              inst_37        m_67_5312                                      1      1.400     0.000        1.400 
              inst_36        m_11_1739                                      1      1.400     0.000        1.400 
              inst_5         m_78_5441                                      1      1.400     0.000        1.400 
              inst_4         m_11_1740                                      1      1.400     0.000        1.400 
              inst_3         m_1868_2477                                    1      1.400     0.000        1.400 
            inst_123         m_51_31_49                                     4      6.998     1.496        8.495 
              inst_1         m_30_2_4748                                    2      5.365     0.499        5.864 
              inst_2         MUX_1_62                                       2      1.633     0.499        2.132 
                inst_1       m_29_1_71                                      2      1.633     0.499        2.132 
            inst_120         m_51_31_48                                     4      6.998     1.496        8.495 
              inst_1         m_30_2_4749                                    2      5.365     0.499        5.864 
              inst_2         MUX_1_61                                       2      1.633     0.499        2.132 
                inst_1       m_29_1_70                                      2      1.633     0.499        2.132 
            inst_38          m_866_1                                        5      5.832     1.995        7.827 
              inst_1         m_867_1                                        5      5.832     1.995        7.827 
            inst_47          m_226_3522                                     3      5.365     0.998        6.363 
            inst_100         m_227_3562                                     1      1.866     0.000        1.866 
            inst_113         m_21_3128                                      1      1.633     0.000        1.633 
            inst_78          m_28_4543                                      1      1.633     0.000        1.633 
            inst_126         m_1868_2493                                    1      1.400     0.000        1.400 
            inst_125         m_11_1718                                      1      1.400     0.000        1.400 
            inst_122         m_1868_2492                                    1      1.400     0.000        1.400 
            inst_119         m_1868_2491                                    1      1.400     0.000        1.400 
            inst_117         m_1868_2490                                    1      1.400     0.000        1.400 
            inst_116         m_11_1719                                      1      1.400     0.000        1.400 
            inst_111         m_1868_2489                                    1      1.400     0.000        1.400 
            inst_110         m_1868_2488                                    1      1.400     0.000        1.400 
            inst_109         m_11_1720                                      1      1.400     0.000        1.400 
            inst_107         m_1868_2487                                    1      1.400     0.000        1.400 
            inst_99          m_1868_2486                                    1      1.400     0.000        1.400 
            inst_95          m_78_5440                                      1      1.400     0.000        1.400 
            inst_92          m_67_5308                                      1      1.400     0.000        1.400 
            inst_91          m_1868_2485                                    1      1.400     0.000        1.400 
            inst_90          m_11_1721                                      1      1.400     0.000        1.400 
            inst_87          m_1868_2484                                    1      1.400     0.000        1.400 
            inst_85          m_1868_2483                                    1      1.400     0.000        1.400 
            inst_83          m_1868_2482                                    1      1.400     0.000        1.400 
            inst_77          m_1868_2481                                    1      1.400     0.000        1.400 
            inst_75          m_1868_2480                                    1      1.400     0.000        1.400 
            inst_73          m_1868_2479                                    1      1.400     0.000        1.400 
            inst_72          m_11_1722                                      1      1.400     0.000        1.400 
            inst_69          m_11_1723                                      1      1.400     0.000        1.400 
            inst_67          m_11_1724                                      1      1.400     0.000        1.400 
            inst_65          m_11_1725                                      1      1.400     0.000        1.400 
            inst_63          m_11_1726                                      1      1.400     0.000        1.400 
            inst_61          m_11_1727                                      1      1.400     0.000        1.400 
            inst_59          m_11_1728                                      1      1.400     0.000        1.400 
            inst_57          m_11_1729                                      1      1.400     0.000        1.400 
            inst_55          m_11_1730                                      1      1.400     0.000        1.400 
            inst_53          m_11_1731                                      1      1.400     0.000        1.400 
            inst_51          m_11_1732                                      1      1.400     0.000        1.400 
            inst_49          m_11_1733                                      1      1.400     0.000        1.400 
            inst_46          m_11_1734                                      1      1.400     0.000        1.400 
            inst_44          m_1868_2478                                    1      1.400     0.000        1.400 
            inst_41          m_67_5309                                      1      1.400     0.000        1.400 
            inst_15          m_11_1735                                      1      1.400     0.000        1.400 
      inst_8                 arbi2int                                     859   1552.945   635.226     2188.171 
        inst_1               arbi2int_1                                   859   1552.945   635.226     2188.171 
          inst_2             datapath_34                                  514    943.851   365.423     1309.274 
            inst_5           m_60_5                                        85    209.719    34.990      244.709 
              inst_2         m_61_5142                                     56    150.232    13.965      164.198 
              inst_1         MUX_3_5                                       29     59.486     7.059       66.546 
                inst_1       m_59_10                                       29     59.486     7.059       66.546 
            inst_6           m_60_6                                        61    149.999    25.066      175.065 
              inst_2         m_61_5141                                     40    107.309     9.975      117.284 
              inst_1         MUX_3_6                                       21     42.690     5.115       47.806 
                inst_1       m_59_11                                       21     42.690     5.115       47.806 
            inst_41          m_1000                                        65     74.650    38.481      113.131 
              inst_1         m_1001                                        65     74.650    38.481      113.131 
            inst_2           m_55_134                                      25     60.420    10.180       70.599 
              inst_2         m_56_4953                                     16     42.924     3.990       46.914 
              inst_1         MUX_2_136                                      9     17.496     2.200       19.696 
                inst_1       m_54_144                                       9     17.496     2.200       19.696 
            inst_47          m_312_97                                      37     58.320    11.292       69.612 
              inst_1         m_313_95                                      37     58.320    11.292       69.612 
            inst_7           m_55_135                                      25     55.521    10.180       65.700 
              inst_2         m_56_4952                                     16     42.924     3.990       46.914 
              inst_1         MUX_2_137                                      9     12.597     2.200       14.797 
                inst_1       m_54_145                                       9     12.597     2.200       14.797 
            inst_1           Ctrl_30                                       35     45.723    17.469       63.192 
              inst_97        m_25_3975                                      1      1.866     0.000        1.866 
              inst_89        m_25_3976                                      1      1.866     0.000        1.866 
              inst_75        m_227_3571                                     1      1.866     0.000        1.866 
              inst_29        m_25_3977                                      1      1.866     0.000        1.866 
              inst_24        m_25_3978                                      1      1.866     0.000        1.866 
              inst_6         m_25_3979                                      1      1.866     0.000        1.866 
              inst_103       m_21_3161                                      1      1.633     0.000        1.633 
              inst_84        m_21_3162                                      1      1.633     0.000        1.633 
              inst_53        m_21_3163                                      1      1.633     0.000        1.633 
              inst_42        m_21_3164                                      1      1.633     0.000        1.633 
              inst_95        m_67_5348                                      1      1.400     0.000        1.400 
              inst_80        m_78_5467                                      1      1.400     0.000        1.400 
              inst_79        m_1868_2356                                    1      1.400     0.000        1.400 
              inst_74        m_11_1828                                      1      1.400     0.000        1.400 
              inst_70        m_78_5468                                      1      1.400     0.000        1.400 
              inst_64        m_1868_2355                                    1      1.400     0.000        1.400 
              inst_61        m_1868_2354                                    1      1.400     0.000        1.400 
              inst_52        m_1868_2353                                    1      1.400     0.000        1.400 
              inst_35        m_67_5349                                      1      1.400     0.000        1.400 
              inst_20        m_78_5469                                      1      1.400     0.000        1.400 
              inst_19        m_1868_2352                                    1      1.400     0.000        1.400 
              inst_13        m_78_5470                                      1      1.400     0.000        1.400 
              inst_12        m_11_1829                                      1      1.400     0.000        1.400 
              inst_3         m_78_5471                                      1      1.400     0.000        1.400 
              inst_2         m_1868_2351                                    1      1.400     0.000        1.400 
            inst_3           m_844                                         19     45.490     7.699       53.188 
              inst_2         m_845_5662                                    12     32.193     2.993       35.185 
              inst_1         MUX_10                                         7     13.297     1.714       15.011 
                inst_1       m_843                                          7     13.297     1.714       15.011 
            inst_26          m_59_12                                       21     42.690     5.115       47.806 
            inst_81          m_59_13                                       28     39.191     0.000       39.191 
            inst_51          m_922                                         12     21.462     5.422       26.884 
              inst_1         m_923                                         12     21.462     5.422       26.884 
            inst_95          m_922_1                                       11     17.263     4.438       21.700 
              inst_1         m_923_1                                       11     17.263     4.438       21.700 
            inst_53          m_114_1                                        9     17.729     2.200       19.929 
              inst_1         m_115_1                                        9     17.729     2.200       19.929 
            inst_4           m_841_2                                        7     15.630     2.737       18.367 
              inst_2         m_100_1438                                     4     10.731     0.998       11.728 
              inst_1         MUX_9_2                                        3      4.899     0.742        5.641 
                inst_1       m_99_6                                         3      4.899     0.742        5.641 
            inst_14          m_944_5                                       11     12.597     4.936       17.534 
            inst_13          m_944_4                                       11     12.597     4.936       17.534 
            inst_24          m_54_146                                      15     12.830     3.491       16.322 
            inst_84          m_54_148                                       8     11.197     0.000       11.197 
            inst_11          m_99_7                                         3      4.899     0.742        5.641 
            inst_18          m_906_1                                        2      3.033     0.499        3.531 
            inst_16          m_906                                          2      3.033     0.499        3.531 
            inst_22          m_906_2                                        2      2.799     0.499        3.298 
            inst_92          m_915_1                                        2      2.799     0.000        2.799 
              inst_1         m_99_11                                        2      2.799     0.000        2.799 
            inst_90          m_99_10                                        2      2.799     0.000        2.799 
            inst_87          m_99_9                                         2      2.799     0.000        2.799 
            inst_49          m_99_8                                         2      2.799     0.000        2.799 
            inst_54          m_227_3570                                     1      1.866     0.000        1.866 
            inst_74          m_1868_2362                                    1      1.400     0.000        1.400 
            inst_70          m_67_5346                                      1      1.400     0.000        1.400 
            inst_69          m_1868_2361                                    1      1.400     0.000        1.400 
            inst_68          m_11_1827                                      1      1.400     0.000        1.400 
            inst_65          m_1868_2360                                    1      1.400     0.000        1.400 
            inst_61          m_67_5347                                      1      1.400     0.000        1.400 
            inst_60          m_1868_2359                                    1      1.400     0.000        1.400 
            inst_25          m_1868_2358                                    1      1.400     0.000        1.400 
            inst_9           m_1868_2357                                    1      1.400     0.000        1.400 
          inst_4             helper_10                                    180    370.915    89.968      460.883 
            inst_11          arbi_trimadapterarb_rf_get1                   42     89.813    21.549      111.362 
              inst_2         datapath_26_1                                 34     77.916    18.313       96.229 
                inst_1       re_ff_en_mux_4                                34     77.916    18.313       96.229 
                  inst_1     m_55_138                                      25     60.420    10.180       70.599 
                    inst_2   m_56_4949                                     16     42.924     3.990       46.914 
                    inst_1   MUX_2_140                                      9     17.496     2.200       19.696 
                      inst_1 m_54_153                                       9     17.496     2.200       19.696 
                  inst_2     m_54_154                                       9     17.496     2.200       19.696 
              inst_1         control_2_7                                    8     11.897     3.236       15.133 
                inst_1       bifrost_tx_ackpulse_1_7                        8     11.897     3.236       15.133 
                  inst_5     m_51_31_27                                     4      6.998     1.496        8.495 
                    inst_1   m_30_2_4770                                    2      5.365     0.499        5.864 
                    inst_2   MUX_1_37                                       2      1.633     0.499        2.132 
                      inst_1 m_29_1_45                                      2      1.633     0.499        2.132 
                  inst_6     m_1868_2381                                    1      1.400     0.000        1.400 
                  inst_4     m_1868_2380                                    1      1.400     0.000        1.400 
                  inst_2     m_11_1811                                      1      1.400     0.000        1.400 
            inst_9           arbi2intadapterarb_rf_get0                    42     89.813    21.549      111.362 
              inst_2         datapath_26                                   34     77.916    18.313       96.229 
                inst_1       re_ff_en_mux_3                                34     77.916    18.313       96.229 
                  inst_1     m_55_137                                      25     60.420    10.180       70.599 
                    inst_2   m_56_4950                                     16     42.924     3.990       46.914 
                    inst_1   MUX_2_139                                      9     17.496     2.200       19.696 
                      inst_1 m_54_151                                       9     17.496     2.200       19.696 
                  inst_2     m_54_152                                       9     17.496     2.200       19.696 
              inst_1         control_2_6                                    8     11.897     3.236       15.133 
                inst_1       bifrost_tx_ackpulse_1_6                        8     11.897     3.236       15.133 
                  inst_5     m_51_31_26                                     4      6.998     1.496        8.495 
                    inst_1   m_30_2_4771                                    2      5.365     0.499        5.864 
                    inst_2   MUX_1_36                                       2      1.633     0.499        2.132 
                      inst_1 m_29_1_44                                      2      1.633     0.499        2.132 
                  inst_6     m_1868_2379                                    1      1.400     0.000        1.400 
                  inst_4     m_1868_2378                                    1      1.400     0.000        1.400 
                  inst_2     m_11_1812                                      1      1.400     0.000        1.400 
            inst_5           mem_allocadaptermem_get_heap                  42     89.813    21.549      111.362 
              inst_2         datapath_2                                    34     77.916    18.313       96.229 
                inst_1       re_ff_en_mux                                  34     77.916    18.313       96.229 
                  inst_1     m_55_136                                      25     60.420    10.180       70.599 
                    inst_2   m_56_4951                                     16     42.924     3.990       46.914 
                    inst_1   MUX_2_138                                      9     17.496     2.200       19.696 
                      inst_1 m_54_149                                       9     17.496     2.200       19.696 
                  inst_2     m_54_150                                       9     17.496     2.200       19.696 
              inst_1         control_1_98                                   8     11.897     3.236       15.133 
                inst_1       bifrost_tx_ackpulse_8                          8     11.897     3.236       15.133 
                  inst_5     m_51_31_24                                     4      6.998     1.496        8.495 
                    inst_1   m_30_2_4773                                    2      5.365     0.499        5.864 
                    inst_2   MUX_1_34                                       2      1.633     0.499        2.132 
                      inst_1 m_29_1_42                                      2      1.633     0.499        2.132 
                  inst_6     m_1868_2375                                    1      1.400     0.000        1.400 
                  inst_4     m_1868_2374                                    1      1.400     0.000        1.400 
                  inst_2     m_11_1814                                      1      1.400     0.000        1.400 
            inst_7           arbi_scheduleradapterarb_rf_length            34     70.684    17.098       87.782 
              inst_2         datapath_30                                   26     58.787    13.863       72.649 
                inst_1       re_ff_en_mux_5                                26     58.787    13.863       72.649 
                  inst_1     m_844_1                                       19     45.490     7.699       53.188 
                    inst_2   m_845_5661                                    12     32.193     2.993       35.185 
                    inst_1   MUX_10_1                                       7     13.297     1.714       15.011 
                      inst_1 m_843_1                                        7     13.297     1.714       15.011 
                  inst_2     m_843_2                                        7     13.297     1.714       15.011 
              inst_1         control_2_5                                    8     11.897     3.236       15.133 
                inst_1       bifrost_tx_ackpulse_1_5                        8     11.897     3.236       15.133 
                  inst_5     m_51_31_25                                     4      6.998     1.496        8.495 
                    inst_1   m_30_2_4772                                    2      5.365     0.499        5.864 
                    inst_2   MUX_1_35                                       2      1.633     0.499        2.132 
                      inst_1 m_29_1_43                                      2      1.633     0.499        2.132 
                  inst_6     m_1868_2377                                    1      1.400     0.000        1.400 
                  inst_4     m_1868_2376                                    1      1.400     0.000        1.400 
                  inst_2     m_11_1813                                      1      1.400     0.000        1.400 
            inst_1           bifrost_rx_ackpulse_2                         12     18.896     4.988       23.883 
              inst_3         m_51_31_30                                     4      6.998     1.496        8.495 
                inst_1       m_30_2_4768                                    2      5.365     0.499        5.864 
                inst_2       MUX_1_40                                       2      1.633     0.499        2.132 
                  inst_1     m_29_1_48                                      2      1.633     0.499        2.132 
              inst_2         m_51_31_29                                     4      6.998     1.496        8.495 
                inst_1       m_30_2_4769                                    2      5.365     0.499        5.864 
                inst_2       MUX_1_39                                       2      1.633     0.499        2.132 
                  inst_1     m_29_1_47                                      2      1.633     0.499        2.132 
              inst_8         m_1868_2383                                    1      1.400     0.000        1.400 
              inst_7         m_11_1810                                      1      1.400     0.000        1.400 
              inst_4         m_1868_2382                                    1      1.400     0.000        1.400 
            inst_3           bootadaptermem_unit                            8     11.897     3.236       15.133 
              inst_1         control_2_4                                    8     11.897     3.236       15.133 
                inst_1       bifrost_tx_ackpulse_1_4                        8     11.897     3.236       15.133 
                  inst_5     m_51_31_23                                     4      6.998     1.496        8.495 
                    inst_1   m_30_2_4774                                    2      5.365     0.499        5.864 
                    inst_2   MUX_1_33                                       2      1.633     0.499        2.132 
                      inst_1 m_29_1_41                                      2      1.633     0.499        2.132 
                  inst_6     m_1868_2373                                    1      1.400     0.000        1.400 
                  inst_4     m_1868_2372                                    1      1.400     0.000        1.400 
                  inst_2     m_11_1815                                      1      1.400     0.000        1.400 
          inst_1             statemachine_10                               94    147.433    65.734      213.167 
            inst_1           Ctrl_31                                       45     58.553    31.332       89.886 
              inst_58        m_153_2036                                     3      4.899     0.998        5.896 
              inst_20        m_997                                          3      3.266     0.998        4.263 
              inst_14        m_998                                          3      3.266     0.998        4.263 
              inst_88        m_228_3649                                     2      3.732     0.499        4.231 
              inst_77        m_228_3650                                     2      3.732     0.499        4.231 
              inst_48        m_228_3651                                     2      3.732     0.499        4.231 
              inst_69        m_79_131_5532                                  2      3.266     0.499        3.765 
              inst_41        m_26_171_4065                                  2      3.033     0.499        3.531 
              inst_27        m_26_171_4064                                  2      3.033     0.499        3.531 
              inst_21        m_26_171_4063                                  2      3.033     0.499        3.531 
              inst_15        m_26_171_4062                                  2      3.033     0.499        3.531 
              inst_9         m_26_171_4061                                  2      3.033     0.499        3.531 
              inst_35        m_25_3980                                      1      1.866     0.000        1.866 
              inst_34        m_28_4560                                      1      1.633     0.000        1.633 
              inst_87        m_11_1830                                      1      1.400     0.000        1.400 
              inst_5         m_78_5472                                      1      1.400     0.000        1.400 
              inst_4         m_1868_2350                                    1      1.400     0.000        1.400 
              inst_1         m_67_5351                                      1      1.400     0.000        1.400 
            inst_2           m_55_133                                      24     60.886     9.681       70.567 
              inst_2         m_56_4954                                     15     43.390     3.491       46.881 
              inst_1         MUX_2_135                                      9     17.496     2.200       19.696 
                inst_1       m_54_143                                       9     17.496     2.200       19.696 
            inst_11          m_361_90                                      24     26.594    11.139       37.733 
              inst_1         m_362_88                                      24     26.594    11.139       37.733 
            inst_12          m_67_5350                                      1      1.400     0.000        1.400 
          inst_3             control_13                                    70     90.046    37.458      127.504 
            inst_1           Ctrl_29                                       30     36.858    17.559       54.417 
              inst_14        m_997_5692                                     3      3.266     0.998        4.263 
              inst_9         m_998_5693                                     3      3.266     0.998        4.263 
              inst_47        m_228_3648                                     2      3.732     0.499        4.231 
              inst_38        m_229_3742                                     2      3.499     0.499        3.998 
              inst_32        m_25_3970                                      1      1.866     0.000        1.866 
              inst_20        m_25_3971                                      1      1.866     0.000        1.866 
              inst_15        m_25_3972                                      1      1.866     0.000        1.866 
              inst_10        m_25_3973                                      1      1.866     0.000        1.866 
              inst_5         m_25_3974                                      1      1.866     0.000        1.866 
              inst_27        m_21_3160                                      1      1.633     0.000        1.633 
              inst_26        m_28_4559                                      1      1.633     0.000        1.633 
              inst_4         m_11_1826                                      1      1.400     0.000        1.400 
              inst_3         m_1868_2363                                    1      1.400     0.000        1.400 
            inst_60          m_51_31_22                                     4      6.998     1.496        8.495 
              inst_1         m_30_2_4775                                    2      5.365     0.499        5.864 
              inst_2         MUX_1_32                                       2      1.633     0.499        2.132 
                inst_1       m_29_1_40                                      2      1.633     0.499        2.132 
            inst_57          m_51_31_21                                     4      6.998     1.496        8.495 
              inst_1         m_30_2_4776                                    2      5.365     0.499        5.864 
              inst_2         MUX_1_31                                       2      1.633     0.499        2.132 
                inst_1       m_29_1_39                                      2      1.633     0.499        2.132 
            inst_20          m_361_90_1                                     4      4.199     1.496        5.695 
              inst_1         m_362_88_1                                     4      4.199     1.496        5.695 
            inst_29          m_26_171_4067                                  2      3.033     0.499        3.531 
            inst_50          m_227_3569                                     1      1.866     0.000        1.866 
            inst_63          m_1868_2371                                    1      1.400     0.000        1.400 
            inst_62          m_11_1816                                      1      1.400     0.000        1.400 
            inst_59          m_1868_2370                                    1      1.400     0.000        1.400 
            inst_56          m_1868_2369                                    1      1.400     0.000        1.400 
            inst_49          m_1868_2368                                    1      1.400     0.000        1.400 
            inst_47          m_1868_2367                                    1      1.400     0.000        1.400 
            inst_45          m_1868_2366                                    1      1.400     0.000        1.400 
            inst_44          m_11_1817                                      1      1.400     0.000        1.400 
            inst_41          m_1868_2365                                    1      1.400     0.000        1.400 
            inst_39          m_11_1818                                      1      1.400     0.000        1.400 
            inst_37          m_11_1819                                      1      1.400     0.000        1.400 
            inst_35          m_11_1820                                      1      1.400     0.000        1.400 
            inst_33          m_11_1821                                      1      1.400     0.000        1.400 
            inst_31          m_11_1822                                      1      1.400     0.000        1.400 
            inst_28          m_11_1823                                      1      1.400     0.000        1.400 
            inst_26          m_1868_2364                                    1      1.400     0.000        1.400 
            inst_23          m_67_5345                                      1      1.400     0.000        1.400 
            inst_9           m_11_1824                                      1      1.400     0.000        1.400 
      inst_9                 int2arbi                                     594   1107.847   460.443     1568.290 
        inst_1               int2arbi_1                                   594   1107.847   460.443     1568.290 
          inst_2             datapath_33                                  300    600.229   208.506      808.736 
            inst_6           m_60_8                                        49    120.139    20.104      140.243 
              inst_2         m_61_5140                                     32     85.847     7.980       93.827 
              inst_1         MUX_3_8                                       17     34.292     4.144       38.436 
                inst_1       m_59_16                                       17     34.292     4.144       38.436 
            inst_4           m_55_141                                      25     60.420    10.180       70.599 
              inst_2         m_56_4946                                     16     42.924     3.990       46.914 
              inst_1         MUX_2_143                                      9     17.496     2.200       19.696 
                inst_1       m_54_157                                       9     17.496     2.200       19.696 
            inst_3           m_55_140                                      25     60.420    10.180       70.599 
              inst_2         m_56_4947                                     16     42.924     3.990       46.914 
              inst_1         MUX_2_142                                      9     17.496     2.200       19.696 
                inst_1       m_54_156                                       9     17.496     2.200       19.696 
            inst_2           m_55_139                                      25     60.420    10.180       70.599 
              inst_2         m_56_4948                                     16     42.924     3.990       46.914 
              inst_1         MUX_2_141                                      9     17.496     2.200       19.696 
                inst_1       m_54_155                                       9     17.496     2.200       19.696 
            inst_7           m_973_1                                       22     48.756     8.939       57.695 
              inst_2         m_974_5691                                    14     37.558     3.491       41.049 
              inst_1         MUX_12_1                                       8     11.197     1.957       13.154 
                inst_1       m_968_1                                        8     11.197     1.957       13.154 
            inst_1           Ctrl_27                                       28     35.225    13.594       48.820 
              inst_88        m_21_3155                                      1      1.633     0.000        1.633 
              inst_79        m_28_4557                                      1      1.633     0.000        1.633 
              inst_33        m_21_3156                                      1      1.633     0.000        1.633 
              inst_25        m_21_3157                                      1      1.633     0.000        1.633 
              inst_15        m_28_4558                                      1      1.633     0.000        1.633 
              inst_10        m_21_3158                                      1      1.633     0.000        1.633 
              inst_6         m_21_3159                                      1      1.633     0.000        1.633 
              inst_97        m_11_1804                                      1      1.400     0.000        1.400 
              inst_84        m_78_5461                                      1      1.400     0.000        1.400 
              inst_83        m_1868_2387                                    1      1.400     0.000        1.400 
              inst_78        m_11_1805                                      1      1.400     0.000        1.400 
              inst_66        m_78_5462                                      1      1.400     0.000        1.400 
              inst_61        m_67_5339                                      1      1.400     0.000        1.400 
              inst_37        m_11_1806                                      1      1.400     0.000        1.400 
              inst_30        m_78_5463                                      1      1.400     0.000        1.400 
              inst_22        m_78_5464                                      1      1.400     0.000        1.400 
              inst_18        m_78_5465                                      1      1.400     0.000        1.400 
              inst_17        m_1868_2386                                    1      1.400     0.000        1.400 
              inst_5         m_1868_2385                                    1      1.400     0.000        1.400 
              inst_1         m_67_5340                                      1      1.400     0.000        1.400 
            inst_39          m_240_3                                       18     35.692     4.642       40.334 
              inst_1         m_241_3                                       18     35.692     4.642       40.334 
            inst_72          m_124_9                                       12     26.361     5.397       31.757 
              inst_1         m_125_9                                       12     26.361     5.397       31.757 
            inst_67          m_114_4                                       10     18.896     2.698       21.594 
              inst_1         m_115_4                                       10     18.896     2.698       21.594 
            inst_46          m_114_3                                       10     18.896     2.698       21.594 
              inst_1         m_115_3                                       10     18.896     2.698       21.594 
            inst_44          m_114_2                                       10     18.896     2.698       21.594 
