============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.14-s037_1
  Generated on:           Feb 06 2024  05:10:39 pm
  Module:                 cephalopode
  Operating conditions:   PVT_0P7V_25C 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                     Leakage    Dynamic     Total   
          Instance            Cells Power(nW)  Power(nW)  Power(nW) 
            inst_422              5     0.250      0.191      0.441 
            inst_496              5     0.250      0.139      0.389 
            inst_76               5     0.232      2.767      2.999 
            inst_109              5     0.231      1.264      1.494 
            inst_286              1     0.226      1.342      1.569 
            inst_156              1     0.225      3.957      4.182 
            inst_60               1     0.224      5.894      6.118 
            inst_145              3     0.220      0.144      0.364 
            inst_21               3     0.217      0.000      0.217 
            inst_47               3     0.216      0.114      0.330 
            inst_588              5     0.209     11.179     11.389 
            inst_1                1     0.209      0.009      0.218 
            inst_1291             1     0.209      0.048      0.257 
            inst_33               1     0.209      0.077      0.286 
            inst_9                1     0.207      0.034      0.241 
            inst_92               5     0.207      8.381      8.588 
            inst_626              1     0.206      4.910      5.116 
            inst_1290             1     0.169      0.645      0.815 
            inst_736              1     0.169      1.711      1.880 
            inst_287              4     0.164      0.604      0.768 
            inst_157              4     0.161      0.575      0.736 
            inst_61               2     0.158      0.089      0.247 
            inst_15               2     0.158      0.024      0.182 
            inst_40               2     0.157      0.024      0.181 
            inst_68               2     0.150      0.077      0.227 
            inst_126              2     0.147      0.095      0.242 
            inst_135              2     0.144      0.193      0.337 
            inst_4                1     0.130      0.007      0.137 
            inst_5                1     0.083      0.000      0.083 
            inst_10               1     0.075      0.014      0.089 
            inst_34               1     0.074      0.000      0.074 
          inst_2                 85    10.221   3266.915   3277.136 
            inst_2               56     7.671   3123.506   3131.177 
            inst_1               29     2.550    143.409    145.959 
              inst_1             29     2.550    143.409    145.959 
          inst_24               116     8.037    177.487    185.524 
            inst_1              116     8.037    177.487    185.524 
          inst_25                 1     0.196    122.514    122.710 
        inst_3                  463    30.167    621.840    652.008 
          inst_1                387    21.334    308.569    329.904 
            inst_741              2     0.471      0.073      0.544 
            inst_902              2     0.455      0.043      0.497 
            inst_151              8     0.446      5.690      6.136 
            inst_233             10     0.445      9.831     10.275 
            inst_277              8     0.445      4.983      5.427 
            inst_362             10     0.444      7.208      7.651 
            inst_979              8     0.443      3.644      4.086 
            inst_953              8     0.436      7.481      7.917 
            inst_1123             9     0.400      6.247      6.647 
            inst_846              9     0.400      6.217      6.617 
            inst_1065             9     0.399      6.202      6.601 
            inst_790              9     0.390      6.193      6.582 
            inst_1007             9     0.389      6.021      6.411 
            inst_333              9     0.376      4.552      4.928 
            inst_205              9     0.376      4.510      4.886 
            inst_873              9     0.374      3.711      4.085 
            inst_1093             9     0.374      3.711      4.085 
            inst_669              7     0.369      6.054      6.423 
            inst_716              7     0.369      6.079      6.448 
            inst_177              9     0.368      5.464      5.831 
            inst_304              9     0.367      4.080      4.448 
            inst_817              9     0.366      3.601      3.967 
            inst_1035             9     0.365      3.530      3.895 
            inst_742              7     0.349      3.262      3.611 
            inst_903              7     0.348      3.171      3.519 
            inst_647              7     0.348      5.954      6.301 
            inst_765              7     0.326      5.021      5.347 
            inst_927              7     0.317      4.943      5.260 
            inst_568              6     0.293      4.121      4.415 
            inst_588              6     0.289      3.244      3.533 
            inst_626              6     0.276      3.890      4.166 
            inst_424              6     0.276      3.872      4.148 
            inst_607              6     0.275      1.335      1.610 
            inst_443              6     0.274      2.514      2.788 
            inst_516              6     0.273      1.761      2.035 
            inst_496              6     0.273      3.699      3.972 
            inst_463              1     0.262      0.049      0.311 
            inst_393              1     0.260      1.623      1.884 
            inst_15               3     0.236      0.224      0.459 
            inst_38               3     0.235      0.178      0.413 
            inst_551              5     0.230      3.162      3.391 
            inst_79               5     0.229      1.927      2.156 
            inst_263              1     0.226      0.798      1.024 
            inst_138              1     0.225      2.362      2.587 
            inst_50               1     0.224      3.816      4.040 
            inst_95               5     0.223      2.249      2.472 
            inst_64               5     0.221      5.254      5.475 
            inst_264              3     0.218      0.187      0.406 
            inst_139              3     0.218      0.214      0.433 
            inst_407              5     0.214      2.986      3.199 
            inst_478              5     0.213      2.018      2.231 
            inst_26               1     0.209      0.046      0.255 
            inst_5                1     0.207      0.025      0.232 
            inst_587              1     0.206      2.660      2.866 
            inst_4                1     0.169      0.008      0.177 
            inst_692              1     0.169      1.195      1.364 
            inst_537              4     0.169      2.312      2.481 
            inst_394              4     0.164      0.447      0.611 
            inst_464              4     0.162      0.427      0.589 
            inst_57               2     0.155      0.077      0.233 
            inst_3                1     0.153      0.000      0.153 
            inst_111              2     0.150      0.074      0.224 
            inst_119              2     0.148      0.074      0.222 
            inst_128              2     0.147      0.132      0.279 
            inst_6                1     0.081      0.013      0.093 
            inst_27               1     0.079      0.000      0.079 
            inst_51               1     0.074      0.050      0.124 
            inst_10               1     0.074      0.013      0.087 
            inst_32               1     0.073      0.013      0.086 
          inst_37                11     1.020      1.707      2.726 
            inst_1               11     1.020      1.707      2.726 
          inst_69                 3     0.639      7.822      8.462 
          inst_93                 2     0.465      7.442      7.907 
          inst_151                4     0.361    106.802    107.163 
            inst_1                2     0.273    106.797    107.069 
            inst_2                2     0.088      0.005      0.093 
              inst_1              2     0.088      0.005      0.093 
          inst_46                 3     0.219    115.178    115.398 
          inst_140                1     0.209      0.047      0.256 
          inst_120                1     0.209      0.083      0.292 
          inst_40                 1     0.196     16.894     17.090 
          inst_45                 1     0.169      0.000      0.169 
          inst_138                1     0.169      0.087      0.256 
          inst_118                1     0.169      2.317      2.486 
          inst_114                1     0.169      2.235      2.403 
          inst_87                 1     0.168      0.038      0.206 
          inst_48                 1     0.167      9.395      9.562 
          inst_13                 1     0.167      0.024      0.190 
          inst_50                 1     0.167     10.763     10.930 
          inst_58                 1     0.166      0.058      0.224 
          inst_52                 1     0.166      0.101      0.267 
          inst_54                 1     0.166      0.174      0.340 
          inst_56                 1     0.166      0.131      0.297 
          inst_60                 1     0.166      0.044      0.210 
          inst_62                 1     0.166      4.724      4.890 
          inst_64                 1     0.166      2.360      2.526 
          inst_153                1     0.135      0.007      0.143 
          inst_111                1     0.133      4.807      4.940 
          inst_92                 1     0.133      5.444      5.577 
          inst_115                1     0.131      2.646      2.777 
          inst_82                 1     0.131      0.036      0.167 
          inst_119                1     0.131      2.767      2.898 
          inst_135                1     0.130      0.110      0.241 
          inst_139                1     0.130      0.103      0.233 
          inst_150                1     0.130      0.068      0.199 
          inst_68                 1     0.130      0.063      0.193 
          inst_66                 1     0.130      0.050      0.181 
          inst_96                 1     0.129      2.277      2.407 
          inst_43                 1     0.128      0.075      0.203 
          inst_143                1     0.127      0.000      0.127 
          inst_146                1     0.127      0.014      0.141 
          inst_149                1     0.127      0.045      0.172 
          inst_84                 1     0.074      0.000      0.074 
          inst_79                 1     0.072      0.001      0.073 
          inst_107                1     0.072      0.347      0.419 
          inst_103                1     0.070      0.338      0.407 
          inst_99                 1     0.070      0.015      0.085 
        inst_4                  272    29.548   6622.633   6652.181 
          inst_3                122    13.603   3522.382   3535.985 
            inst_2              114    12.760   3368.267   3381.027 
              inst_1            114    12.760   3368.267   3381.027 
                inst_1           85    10.196   3206.619   3216.816 
                  inst_2         56     7.633   3083.730   3091.363 
                  inst_1         29     2.564    122.889    125.452 
                    inst_1       29     2.564    122.889    125.452 
                inst_2           29     2.564    161.648    164.211 
            inst_1                8     0.843    154.115    154.958 
              inst_1              8     0.843    154.115    154.958 
                inst_5            4     0.360    123.199    123.559 
                  inst_1          2     0.272    115.009    115.280 
                  inst_2          2     0.088      8.190      8.279 
                    inst_1        2     0.088      8.190      8.279 
                inst_2            1     0.169     11.398     11.567 
                inst_4            1     0.132      6.818      6.951 
                inst_6            1     0.128     12.683     12.812 
          inst_21                42     4.581   1040.106   1044.687 
            inst_2               34     3.741    888.709    892.451 
              inst_1             34     3.741    888.709    892.451 
                inst_1           25     2.962    873.734    876.695 
                  inst_2         16     2.182    861.801    863.983 
                  inst_1          9     0.780     11.932     12.712 
                    inst_1        9     0.780     11.932     12.712 
                inst_2            9     0.780     14.976     15.755 
            inst_1                8     0.840    151.397    152.237 
              inst_1              8     0.840    151.397    152.237 
                inst_5            4     0.360    109.844    110.204 
                  inst_1          2     0.272    108.301    108.573 
                  inst_2          2     0.088      1.543      1.631 
                    inst_1        2     0.088      1.543      1.631 
                inst_2            1     0.169      2.954      3.123 
                inst_4            1     0.130     36.221     36.351 
                inst_6            1     0.127      2.378      2.505 
          inst_11                42     4.557    960.118    964.676 
            inst_2               34     3.718    851.740    855.458 
              inst_1             34     3.718    851.740    855.458 
                inst_1           25     2.948    851.279    854.227 
                  inst_2         16     2.179    850.883    853.061 
                  inst_1          9     0.770      0.396      1.166 
                    inst_1        9     0.770      0.396      1.166 
                inst_2            9     0.770      0.461      1.231 
            inst_1                8     0.840    108.378    109.218 
              inst_1              8     0.840    108.378    109.218 
                inst_5            4     0.360    107.151    107.511 
                  inst_1          2     0.272    107.027    107.299 
                  inst_2          2     0.088      0.124      0.212 
                    inst_1        2     0.088      0.124      0.212 
                inst_2            1     0.169      0.207      0.377 
                inst_4            1     0.130      0.800      0.929 
                inst_6            1     0.127      0.192      0.319 
          inst_5                 14     1.404    285.176    286.579 
            inst_1                8     0.843    162.446    163.289 
              inst_1              8     0.843    162.446    163.289 
                inst_5            4     0.360    127.543    127.903 
                  inst_1          2     0.272    118.252    118.524 
                  inst_2          2     0.088      9.290      9.379 
                    inst_1        2     0.088      9.290      9.379 
                inst_2            1     0.168     12.682     12.851 
                inst_4            1     0.132      7.476      7.609 
                inst_6            1     0.129     14.305     14.434 
            inst_2                6     0.560    122.730    123.290 
              inst_1              6     0.560    122.730    123.290 
                inst_1            4     0.417    114.208    114.625 
                  inst_2          2     0.273    108.755    109.028 
                  inst_1          2     0.144      5.453      5.596 
                    inst_1        2     0.144      5.453      5.596 
                inst_2            2     0.144      8.522      8.666 
          inst_1                 12     1.204    213.588    214.792 
            inst_2                4     0.361    106.804    107.165 
              inst_1              2     0.273    106.799    107.072 
              inst_2              2     0.088      0.005      0.093 
                inst_1            2     0.088      0.005      0.093 
            inst_3                4     0.360    106.760    107.120 
              inst_1              2     0.272    106.760    107.031 
              inst_2              2     0.088      0.000      0.088 
                inst_1            2     0.088      0.000      0.088 
            inst_7                1     0.169      0.007      0.177 
            inst_8                1     0.131      0.014      0.145 
            inst_4                1     0.130      0.000      0.130 
          inst_19                 8     0.841    172.368    173.209 
            inst_1                8     0.841    172.368    173.209 
              inst_1              8     0.841    172.368    173.209 
                inst_5            4     0.360    116.572    116.932 
                  inst_1          2     0.272    113.991    114.263 
                  inst_2          2     0.088      2.581      2.669 
                    inst_1        2     0.088      2.581      2.669 
                inst_2            1     0.169      2.988      3.157 
                inst_4            1     0.130     47.972     48.102 
                inst_6            1     0.128      3.935      4.063 
          inst_13                 8     0.840    107.561    108.401 
            inst_1                8     0.840    107.561    108.401 
              inst_1              8     0.840    107.561    108.401 
                inst_5            4     0.360    107.019    107.379 
                  inst_1          2     0.272    106.933    107.204 
                  inst_2          2     0.088      0.086      0.174 
                    inst_1        2     0.088      0.086      0.174 
                inst_2            1     0.169      0.163      0.333 
                inst_4            1     0.130      0.229      0.358 
                inst_6            1     0.127      0.133      0.260 
          inst_9                  8     0.840    107.362    108.201 
            inst_1                8     0.840    107.362    108.201 
              inst_1              8     0.840    107.362    108.201 
                inst_5            4     0.360    106.910    107.270 
                  inst_1          2     0.272    106.877    107.148 
                  inst_2          2     0.088      0.034      0.122 
                    inst_1        2     0.088      0.034      0.122 
                inst_2            1     0.169      0.117      0.287 
                inst_4            1     0.130      0.265      0.395 
                inst_6            1     0.127      0.053      0.180 
          inst_15                 8     0.840    107.083    107.923 
            inst_1                8     0.840    107.083    107.923 
              inst_1              8     0.840    107.083    107.923 
                inst_5            4     0.360    106.846    107.206 
                  inst_1          2     0.272    106.808    107.079 
                  inst_2          2     0.088      0.038      0.127 
                    inst_1        2     0.088      0.038      0.127 
                inst_2            1     0.169      0.074      0.243 
                inst_4            1     0.130      0.104      0.234 
                inst_6            1     0.127      0.060      0.187 
          inst_17                 8     0.840    106.888    107.728 
            inst_1                8     0.840    106.888    107.728 
              inst_1              8     0.840    106.888    107.728 
                inst_5            4     0.360    106.768    107.128 
                  inst_1          2     0.272    106.768    107.039 
                  inst_2          2     0.088      0.000      0.088 
                    inst_1        2     0.088      0.000      0.088 
                inst_2            1     0.169      0.056      0.225 
                inst_4            1     0.130      0.064      0.194 
                inst_6            1     0.127      0.001      0.128 
  inst_3                       2231   227.521 143350.318 143577.839 
    inst_7                     2185   223.143  43751.220  43974.363 
      inst_1                   2185   223.143  43751.220  43974.363 
        inst_2                 1535   160.800  32010.503  32171.303 
          inst_5                 97    11.700   4394.990   4406.690 
            inst_2               64     8.728   3945.878   3954.606 
            inst_1               33     2.971    449.113    452.084 
              inst_1             33     2.971    449.113    452.084 
          inst_17                97    11.592   3518.512   3530.103 
            inst_2               64     8.702   3419.966   3428.668 
            inst_1               33     2.889     98.546    101.435 
              inst_1             33     2.889     98.546    101.435 
          inst_1                109    11.159   1254.980   1266.138 
            inst_1                3     0.673     52.265     52.938 
            inst_336              1     0.261      0.872      1.133 
            inst_360              1     0.261      0.192      0.453 
            inst_151              1     0.240     21.882     22.121 
            inst_112              1     0.240     28.229     28.468 
            inst_55               1     0.227      1.636      1.863 
            inst_384              1     0.226      0.758      0.983 
            inst_405              1     0.226      0.812      1.038 
            inst_141              1     0.203     14.796     14.999 
            inst_218              1     0.196     26.634     26.830 
            inst_308              1     0.194     20.182     20.376 
            inst_321              1     0.194     48.548     48.742 
            inst_87               1     0.192     23.947     24.139 
            inst_136              1     0.169      0.182      0.352 
            inst_217              1     0.169    277.263    277.432 
            inst_200              1     0.169    156.612    156.781 
            inst_111              1     0.168     17.105     17.273 
            inst_208              1     0.168     14.634     14.802 
            inst_298              1     0.167     28.811     28.978 
            inst_429              1     0.167      7.113      7.280 
            inst_450              1     0.167      6.668      6.835 
            inst_477              1     0.166     24.542     24.709 
            inst_359              1     0.166      4.996      5.162 
            inst_125              2     0.146     37.986     38.132 
            inst_164              2     0.146     25.440     25.586 
            inst_48               2     0.145      0.079      0.225 
            inst_76               2     0.144      0.002      0.146 
            inst_232              2     0.144     11.655     11.799 
            inst_226              2     0.144      5.018      5.162 
            inst_16               2     0.144      0.291      0.435 
            inst_22               2     0.143      0.133      0.276 
            inst_29               2     0.141     21.088     21.229 
            inst_56               2     0.140      1.141      1.282 
            inst_86               1     0.134     20.994     21.128 
            inst_323              1     0.132     20.437     20.569 
            inst_493              1     0.132     17.649     17.781 
            inst_289              1     0.132      4.566      4.698 
            inst_358              1     0.132      4.838      4.969 
            inst_3                1     0.130     27.976     28.106 
            inst_88               1     0.130     18.791     18.922 
            inst_409              1     0.130      0.935      1.065 
            inst_480              1     0.126      0.022      0.148 
            inst_428              1     0.126      0.025      0.151 
            inst_339              1     0.126      0.016      0.142 
            inst_4                1     0.075     25.292     25.367 
            inst_137              1     0.074      0.012      0.087 
            inst_380              1     0.074      1.006      1.080 
            inst_362              1     0.074      0.000      0.074 
            inst_324              1     0.073      2.450      2.523 
            inst_473              1     0.073      3.709      3.782 
            inst_67               1     0.073      0.986      1.058 
            inst_104              1     0.073      0.020      0.093 
            inst_435              1     0.073      1.438      1.511 
            inst_133              1     0.073      0.012      0.085 
            inst_463              1     0.073      0.017      0.089 
            inst_99               1     0.072      0.026      0.099 
            inst_377              1     0.072      0.051      0.123 
            inst_38               1     0.072      0.013      0.086 
            inst_445              1     0.072      4.114      4.185 
            inst_64               1     0.072      0.001      0.073 
            inst_93               1     0.072      0.013      0.085 
            inst_195              1     0.071     18.365     18.436 
            inst_331              1     0.071     19.645     19.716 
            inst_366              1     0.071      0.077      0.148 
            inst_327              1     0.071      8.012      8.083 
            inst_467              1     0.071      0.012      0.083 
            inst_344              1     0.071      0.054      0.125 
            inst_439              1     0.071      2.408      2.479 
            inst_7                1     0.071      5.974      6.044 
            inst_211              1     0.069     17.578     17.648 
            inst_371              1     0.069      0.062      0.132 
            inst_42               1     0.069      0.001      0.070 
            inst_11               1     0.069     14.785     14.854 
            inst_349              1     0.069      0.046      0.115 
            inst_71               1     0.068      0.017      0.085 
          inst_12                85    10.309   2896.467   2906.777 
            inst_2               56     7.774   2890.017   2897.791 
            inst_1               29     2.535      6.451      8.986 
              inst_1             29     2.535      6.451      8.986 
          inst_9                 85    10.205   3486.531   3496.736 
            inst_2               56     7.629   3246.245   3253.874 
            inst_1               29     2.576    240.286    242.861 
              inst_1             29     2.576    240.286    242.861 
          inst_8                 85    10.161   3344.219   3354.380 
            inst_2               56     7.613   3160.446   3168.059 
            inst_1               29     2.548    183.773    186.321 
              inst_1             29     2.548    183.773    186.321 
          inst_147               50     6.488     19.489     25.977 
            inst_1               50     6.488     19.489     25.977 
          inst_176               38     6.482   1120.759   1127.241 
            inst_1               38     6.482   1120.759   1127.241 
          inst_18                40     4.902   1682.230   1687.132 
            inst_2               26     3.237   1586.974   1590.210 
            inst_1               14     1.665     95.256     96.922 
              inst_1             14     1.665     95.256     96.922 
          inst_175               98     4.874    645.081    649.956 
          inst_169               28     3.638     85.941     89.580 
          inst_247               38     3.143     49.230     52.373 
            inst_1               38     3.143     49.230     52.373 
          inst_2                 25     2.958   1150.555   1153.513 
            inst_2               16     2.179   1001.857   1004.036 
            inst_1                9     0.779    148.698    149.477 
              inst_1              9     0.779    148.698    149.477 
          inst_15                25     2.957   1002.019   1004.976 
            inst_2               16     2.176    904.871    907.048 
            inst_1                9     0.781     97.148     97.929 
              inst_1              9     0.781     97.148     97.929 
          inst_10                25     2.950    968.968    971.918 
            inst_2               16     2.175    888.653    890.828 
            inst_1                9     0.774     80.315     81.090 
              inst_1              9     0.774     80.315     81.090 
          inst_6                 25     2.949    963.580    966.529 
            inst_2               16     2.175    885.827    888.003 
            inst_1                9     0.774     77.752     78.526 
              inst_1              9     0.774     77.752     78.526 
          inst_167               30     2.698    411.394    414.092 
            inst_1               30     2.698    411.394    414.092 
          inst_255               30     2.675     51.641     54.316 
            inst_1               30     2.675     51.641     54.316 
          inst_159               30     2.580      3.474      6.054 
            inst_1               30     2.580      3.474      6.054 
          inst_142               29     2.576    268.226    270.802 
          inst_26                29     2.564     85.292     87.856 
          inst_140               14     1.729     11.192     12.921 
          inst_4                 13     1.522    471.804    473.325 
            inst_2                8     1.090    437.320    438.410 
            inst_1                5     0.432     34.483     34.915 
              inst_1              5     0.432     34.483     34.915 
          inst_3                 13     1.503    517.931    519.434 
            inst_2                8     1.090    473.909    474.999 
            inst_1                5     0.413     44.022     44.435 
              inst_1              5     0.413     44.022     44.435 
          inst_16                13     1.495    448.622    450.117 
            inst_2                8     1.087    431.651    432.738 
            inst_1                5     0.408     16.971     17.378 
              inst_1              5     0.408     16.971     17.378 
          inst_50                10     1.494     90.199     91.694 
          inst_262               11     1.358    141.779    143.137 
            inst_1               11     1.358    141.779    143.137 
          inst_164               16     1.210      0.754      1.965 
          inst_30                16     1.209      1.036      2.245 
          inst_136               16     1.161      3.892      5.054 
          inst_13                10     1.142    413.254    414.396 
            inst_2                6     0.817    365.127    365.944 
            inst_1                4     0.325     48.127     48.452 
              inst_1              4     0.325     48.127     48.452 
          inst_231               16     1.084      0.000      1.084 
          inst_249                9     1.056     13.186     14.242 
            inst_1                9     1.056     13.186     14.242 
          inst_184                8     1.048     70.965     72.014 
          inst_259               14     1.024     81.725     82.749 
            inst_1               14     1.024     81.725     82.749 
          inst_233                8     1.016      0.043      1.059 
          inst_152               13     0.981      9.673     10.654 
            inst_1               13     0.981      9.673     10.654 
          inst_31                17     0.951      0.605      1.556 
          inst_229                8     0.951     63.063     64.014 
            inst_1                8     0.951     63.063     64.014 
          inst_165               12     0.916      5.909      6.825 
            inst_1               12     0.916      5.909      6.825 
          inst_253               14     0.908      0.428      1.336 
            inst_1               14     0.908      0.428      1.336 
          inst_173               10     0.890      7.230      8.120 
            inst_1               10     0.890      7.230      8.120 
          inst_25                 9     0.783    277.499    278.283 
          inst_180                9     0.695     99.661    100.357 
            inst_1                9     0.695     99.661    100.357 
          inst_149                6     0.603     25.860     26.463 
            inst_1                6     0.603     25.860     26.463 
          inst_177                6     0.562      0.254      0.815 
          inst_239                8     0.548      2.857      3.405 
            inst_1                8     0.548      2.857      3.405 
          inst_238                6     0.548      1.218      1.765 
          inst_134                2     0.485      0.065      0.551 
          inst_182                6     0.447     78.845     79.291 
            inst_1                6     0.447     78.845     79.291 
          inst_7                  4     0.434    145.661    146.096 
            inst_2                2     0.290    126.574    126.865 
            inst_1                2     0.144     19.087     19.231 
              inst_1              2     0.144     19.087     19.231 
          inst_11                 4     0.417    123.714    124.132 
            inst_2                2     0.273    111.534    111.807 
            inst_1                2     0.145     12.180     12.325 
              inst_1              2     0.145     12.180     12.325 
          inst_14                 4     0.414    123.247    123.661 
            inst_2                2     0.272    111.572    111.844 
            inst_1                2     0.142     11.675     11.817 
              inst_1              2     0.142     11.675     11.817 
          inst_157                3     0.393     24.036     24.429 
          inst_27                 4     0.326     45.547     45.873 
          inst_100                2     0.257     10.932     11.189 
          inst_84                 2     0.256      3.737      3.994 
          inst_120                2     0.256      6.990      7.246 
          inst_104                2     0.256      1.694      1.950 
          inst_108                2     0.256      3.462      3.717 
          inst_65                 2     0.256      2.845      3.100 
          inst_60                 2     0.255      1.871      2.126 
          inst_70                 2     0.255      1.554      1.809 
          inst_88                 2     0.255      1.141      1.396 
          inst_112                2     0.254      1.565      1.819 
          inst_80                 2     0.254      0.838      1.092 
          inst_92                 2     0.254      1.660      1.914 
          inst_96                 2     0.254      0.766      1.020 
          inst_75                 2     0.254      2.837      3.091 
          inst_55                 2     0.254      4.058      4.312 
          inst_116                2     0.253      2.196      2.449 
          inst_171                5     0.240     38.299     38.539 
            inst_1                5     0.240     38.299     38.539 
          inst_97                 3     0.219     13.932     14.151 
          inst_81                 3     0.215     11.543     11.758 
          inst_93                 3     0.212     10.057     10.269 
          inst_77                 3     0.208      9.448      9.656 
          inst_185                1     0.207      3.161      3.367 
          inst_194                1     0.191      3.097      3.288 
          inst_203                1     0.169      0.029      0.198 
          inst_218                1     0.167      3.814      3.981 
          inst_113                2     0.167      7.134      7.302 
          inst_101                2     0.164      5.869      6.033 
          inst_85                 2     0.160      5.255      5.415 
          inst_109                2     0.160      5.601      5.761 
          inst_123                2     0.151     38.179     38.330 
          inst_47                 2     0.146     22.554     22.700 
          inst_43                 2     0.138      0.172      0.310 
          inst_198                1     0.134    114.675    114.809 
          inst_191                1     0.134    185.168    185.302 
          inst_219                1     0.134     92.734     92.868 
          inst_193                1     0.134    235.157    235.291 
          inst_21                 1     0.134    240.200    240.334 
          inst_141                1     0.132     90.471     90.604 
          inst_204                1     0.129      3.350      3.479 
          inst_243                1     0.128      0.041      0.169 
            inst_1                1     0.128      0.041      0.169 
          inst_49                 2     0.128     11.927     12.055 
          inst_241                1     0.126      0.806      0.932 
            inst_1                1     0.126      0.806      0.932 
          inst_41                 2     0.126      3.598      3.724 
          inst_89                 2     0.124      6.202      6.325 
          inst_62                 2     0.124      6.690      6.813 
          inst_72                 2     0.123      6.647      6.771 
          inst_57                 2     0.123      7.523      7.646 
          inst_155                2     0.123      8.855      8.977 
            inst_1                2     0.123      8.855      8.977 
          inst_162                2     0.120      6.854      6.974 
            inst_1                2     0.120      6.854      6.974 
          inst_105                2     0.120      4.942      5.061 
          inst_67                 2     0.118      4.321      4.439 
          inst_117                1     0.112     11.042     11.154 
          inst_138                1     0.096     32.041     32.137 
          inst_52                 1     0.070      3.260      3.330 
          inst_125                1     0.069      0.042      0.111 
          inst_37                 1     0.023      0.013      0.036 
        inst_4                  304    33.590   8123.973   8157.563 
          inst_9                122    13.719   3013.258   3026.977 
            inst_2              114    12.898   2904.498   2917.395 
              inst_1            114    12.898   2904.498   2917.395 
                inst_1           85    10.336   2896.720   2907.055 
                  inst_2         56     7.773   2890.304   2898.078 
                  inst_1         29     2.562      6.415      8.977 
                    inst_1       29     2.562      6.415      8.977 
                inst_2           29     2.562      7.778     10.340 
            inst_1                8     0.821    108.760    109.582 
              inst_1              8     0.821    108.760    109.582 
                inst_5            4     0.360    107.486    107.846 
                  inst_1          2     0.272    107.133    107.405 
                  inst_2          2     0.088      0.353      0.441 
                    inst_1        2     0.088      0.353      0.441 
                inst_2            1     0.169      0.691      0.860 
                inst_4            1     0.131      0.042      0.173 
                inst_6            1     0.126      0.536      0.662 
          inst_16               122    13.626   3943.103   3956.729 
            inst_2              114    12.783   3627.620   3640.403 
              inst_1            114    12.783   3627.620   3640.403 
                inst_1           85    10.206   3421.556   3431.762 
                  inst_2         56     7.629   3215.492   3223.121 
                  inst_1         29     2.577    206.064    208.641 
                    inst_1       29     2.577    206.064    208.641 
                inst_2           29     2.577    206.064    208.641 
            inst_1                8     0.843    315.483    316.326 
              inst_1              8     0.843    315.483    316.326 
                inst_5            4     0.360    127.533    127.893 
                  inst_1          2     0.272    117.122    117.394 
                  inst_2          2     0.088     10.411     10.499 
                    inst_1        2     0.088     10.411     10.499 
                inst_2            1     0.168     14.328     14.496 
                inst_4            1     0.133    157.911    158.044 
                inst_6            1     0.129     15.711     15.840 
          inst_1                 12     1.209    402.219    403.428 
            inst_3                4     0.361    145.002    145.362 
              inst_1              2     0.273    129.771    130.043 
              inst_2              2     0.088     15.231     15.319 
                inst_1            2     0.088     15.231     15.319 
            inst_2                4     0.361    111.825    112.186 
              inst_1              2     0.273    110.329    110.601 
              inst_2              2     0.088      1.496      1.585 
                inst_1            2     0.088      1.496      1.585 
            inst_7                1     0.167      3.811      3.979 
            inst_8                1     0.134     10.929     11.063 
            inst_4                1     0.134    130.266    130.400 
          inst_14                 8     0.840    138.317    139.157 
            inst_1                8     0.840    138.317    139.157 
              inst_1              8     0.840    138.317    139.157 
                inst_5            4     0.360    116.201    116.561 
                  inst_1          2     0.272    111.982    112.254 
                  inst_2          2     0.088      4.219      4.307 
                    inst_1        2     0.088      4.219      4.307 
                inst_2            1     0.169      8.047      8.215 
                inst_4            1     0.132      7.484      7.616 
                inst_6            1     0.127      6.388      6.514 
          inst_18                 8     0.840    192.689    193.529 
            inst_1                8     0.840    192.689    193.529 
              inst_1              8     0.840    192.689    193.529 
                inst_5            4     0.360    125.624    125.984 
                  inst_1          2     0.272    116.185    116.457 
                  inst_2          2     0.088      9.438      9.527 
                    inst_1        2     0.088      9.438      9.527 
                inst_2            1     0.169     18.932     19.101 
                inst_4            1     0.131     33.695     33.827 
                inst_6            1     0.126     14.432     14.558 
          inst_12                 8     0.839    113.231    114.070 
            inst_1                8     0.839    113.231    114.070 
              inst_1              8     0.839    113.231    114.070 
                inst_5            4     0.360    108.129    108.489 
                  inst_1          2     0.272    107.442    107.714 
                  inst_2          2     0.088      0.687      0.775 
                    inst_1        2     0.088      0.687      0.775 
                inst_2            1     0.169      1.190      1.359 
                inst_4            1     0.131      2.871      3.002 
                inst_6            1     0.126      1.041      1.167 
          inst_5                  8     0.839    107.486    108.325 
            inst_1                8     0.839    107.486    108.325 
              inst_1              8     0.839    107.486    108.325 
                inst_5            4     0.360    106.949    107.309 
                  inst_1          2     0.272    106.853    107.125 
                  inst_2          2     0.088      0.096      0.184 
                    inst_1        2     0.088      0.096      0.184 
                inst_2            1     0.169      0.196      0.365 
                inst_4            1     0.131      0.194      0.324 
                inst_6            1     0.126      0.148      0.273 
          inst_3                  8     0.839    106.870    107.709 
            inst_1                8     0.839    106.870    107.709 
              inst_1              8     0.839    106.870    107.709 
                inst_5            4     0.360    106.796    107.156 
                  inst_1          2     0.272    106.777    107.049 
                  inst_2          2     0.088      0.019      0.108 
                    inst_1        2     0.088      0.019      0.108 
